Z^2;;;p-value;;;
0;;;> 0.50;;;
0,863001873;0,3529;;0,353;;;
0,863360447;0,3528;;0,353;;;
0,863719159;0,3527;;0,353;;;
0,864078011;0,3526;;0,353;;;
0,864437001;0,3525;;0,353;;;
0,86479613;0,3524;;0,352;;;
0,865155398;0,3523;;0,352;;;
0,865514806;0,3522;;0,352;;;
0,865874353;0,3521;;0,352;;;
0,866234039;0,352;;0,352;;;
0,866593865;0,3519;;0,352;;;
0,86695383;0,3518;;0,352;;;
0,867313934;0,3517;;0,352;;;
0,867674179;0,3516;;0,352;;;
0,868034563;0,3515;;0,352;;;
0,868395086;0,3514;;0,351;;;
0,86875575;0,3513;;0,351;;;
0,869116554;0,3512;;0,351;;;
0,869477498;0,3511;;0,351;;;
0,869838581;0,351;;0,351;;;
0,870199805;0,3509;;0,351;;;
0,87056117;0,3508;;0,351;;;
0,870922674;0,3507;;0,351;;;
0,871284319;0,3506;;0,351;;;
0,871646105;0,3505;;0,351;;;
0,872008031;0,3504;;0,350;;;
0,872370098;0,3503;;0,350;;;
0,872732305;0,3502;;0,350;;;
0,873094654;0,3501;;0,350;;;
0,873457143;0,35;;0,350;;;
0,873819773;0,3499;;0,350;;;
0,874182544;0,3498;;0,350;;;
0,874545457;0,3497;;0,350;;;
0,87490851;0,3496;;0,350;;;
0,875271705;0,3495;;0,350;;;
0,875635042;0,3494;;0,349;;;
0,875998519;0,3493;;0,349;;;
0,876362138;0,3492;;0,349;;;
0,876725899;0,3491;;0,349;;;
0,877089802;0,349;;0,349;;;
0,877453846;0,3489;;0,349;;;
0,877818032;0,3488;;0,349;;;
0,87818236;0,3487;;0,349;;;
0,87854683;0,3486;;0,349;;;
0,878911442;0,3485;;0,349;;;
0,879276196;0,3484;;0,348;;;
0,879641093;0,3483;;0,348;;;
0,880006132;0,3482;;0,348;;;
0,880371313;0,3481;;0,348;;;
0,880736637;0,348;;0,348;;;
0,881102103;0,3479;;0,348;;;
0,881467712;0,3478;;0,348;;;
0,881833463;0,3477;;0,348;;;
0,882199357;0,3476;;0,348;;;
0,882565395;0,3475;;0,348;;;
0,882931575;0,3474;;0,347;;;
0,883297898;0,3473;;0,347;;;
0,883664364;0,3472;;0,347;;;
0,884030974;0,3471;;0,347;;;
0,884397727;0,347;;0,347;;;
0,884764623;0,3469;;0,347;;;
0,885131662;0,3468;;0,347;;;
0,885498845;0,3467;;0,347;;;
0,885866172;0,3466;;0,347;;;
0,886233642;0,3465;;0,347;;;
0,886601257;0,3464;;0,346;;;
0,886969015;0,3463;;0,346;;;
0,887336916;0,3462;;0,346;;;
0,887704962;0,3461;;0,346;;;
0,888073152;0,346;;0,346;;;
0,888441486;0,3459;;0,346;;;
0,888809965;0,3458;;0,346;;;
0,889178587;0,3457;;0,346;;;
0,889547355;0,3456;;0,346;;;
0,889916266;0,3455;;0,346;;;
0,890285322;0,3454;;0,345;;;
0,890654523;0,3453;;0,345;;;
0,891023869;0,3452;;0,345;;;
0,891393359;0,3451;;0,345;;;
0,891762994;0,345;;0,345;;;
0,892132774;0,3449;;0,345;;;
0,8925027;0,3448;;0,345;;;
0,89287277;0,3447;;0,345;;;
0,893242986;0,3446;;0,345;;;
0,893613347;0,3445;;0,345;;;
0,893983853;0,3444;;0,344;;;
0,894354505;0,3443;;0,344;;;
0,894725302;0,3442;;0,344;;;
0,895096245;0,3441;;0,344;;;
0,895467334;0,344;;0,344;;;
0,895838569;0,3439;;0,344;;;
0,896209949;0,3438;;0,344;;;
0,896581476;0,3437;;0,344;;;
0,896953148;0,3436;;0,344;;;
0,897324967;0,3435;;0,344;;;
0,897696931;0,3434;;0,343;;;
0,898069042;0,3433;;0,343;;;
0,8984413;0,3432;;0,343;;;
0,898813704;0,3431;;0,343;;;
0,899186254;0,343;;0,343;;;
0,899558951;0,3429;;0,343;;;
0,899931795;0,3428;;0,343;;;
0,900304786;0,3427;;0,343;;;
0,900677923;0,3426;;0,343;;;
0,901051208;0,3425;;0,343;;;
0,901424639;0,3424;;0,342;;;
0,901798218;0,3423;;0,342;;;
0,902171944;0,3422;;0,342;;;
0,902545817;0,3421;;0,342;;;
0,902919838;0,342;;0,342;;;
0,903294006;0,3419;;0,342;;;
0,903668321;0,3418;;0,342;;;
0,904042785;0,3417;;0,342;;;
0,904417396;0,3416;;0,342;;;
0,904792154;0,3415;;0,342;;;
0,905167061;0,3414;;0,341;;;
0,905542116;0,3413;;0,341;;;
0,905917318;0,3412;;0,341;;;
0,906292669;0,3411;;0,341;;;
0,906668168;0,341;;0,341;;;
0,907043816;0,3409;;0,341;;;
0,907419611;0,3408;;0,341;;;
0,907795556;0,3407;;0,341;;;
0,908171649;0,3406;;0,341;;;
0,90854789;0,3405;;0,341;;;
0,90892428;0,3404;;0,340;;;
0,909300819;0,3403;;0,340;;;
0,909677507;0,3402;;0,340;;;
0,910054344;0,3401;;0,340;;;
0,91043133;0,34;;0,340;;;
0,910808466;0,3399;;0,340;;;
0,91118575;0,3398;;0,340;;;
0,911563184;0,3397;;0,340;;;
0,911940767;0,3396;;0,340;;;
0,9123185;0,3395;;0,340;;;
0,912696382;0,3394;;0,339;;;
0,913074414;0,3393;;0,339;;;
0,913452596;0,3392;;0,339;;;
0,913830928;0,3391;;0,339;;;
0,914209409;0,339;;0,339;;;
0,914588041;0,3389;;0,339;;;
0,914966823;0,3388;;0,339;;;
0,915345755;0,3387;;0,339;;;
0,915724837;0,3386;;0,339;;;
0,916104069;0,3385;;0,339;;;
0,916483453;0,3384;;0,338;;;
0,916862986;0,3383;;0,338;;;
0,91724267;0,3382;;0,338;;;
0,917622505;0,3381;;0,338;;;
0,918002491;0,338;;0,338;;;
0,918382628;0,3379;;0,338;;;
0,918762916;0,3378;;0,338;;;
0,919143354;0,3377;;0,338;;;
0,919523944;0,3376;;0,338;;;
0,919904685;0,3375;;0,338;;;
0,920285578;0,3374;;0,337;;;
0,920666622;0,3373;;0,337;;;
0,921047817;0,3372;;0,337;;;
0,921429164;0,3371;;0,337;;;
0,921810663;0,337;;0,337;;;
0,922192314;0,3369;;0,337;;;
0,922574116;0,3368;;0,337;;;
0,92295607;0,3367;;0,337;;;
0,923338177;0,3366;;0,337;;;
0,923720435;0,3365;;0,337;;;
0,924102846;0,3364;;0,336;;;
0,924485409;0,3363;;0,336;;;
0,924868124;0,3362;;0,336;;;
0,925250992;0,3361;;0,336;;;
0,925634012;0,336;;0,336;;;
0,926017185;0,3359;;0,336;;;
0,926400511;0,3358;;0,336;;;
0,92678399;0,3357;;0,336;;;
0,927167621;0,3356;;0,336;;;
0,927551406;0,3355;;0,336;;;
0,927935344;0,3354;;0,335;;;
0,928319435;0,3353;;0,335;;;
0,928703679;0,3352;;0,335;;;
0,929088076;0,3351;;0,335;;;
0,929472627;0,335;;0,335;;;
0,929857332;0,3349;;0,335;;;
0,93024219;0,3348;;0,335;;;
0,930627202;0,3347;;0,335;;;
0,931012368;0,3346;;0,335;;;
0,931397688;0,3345;;0,335;;;
0,931783161;0,3344;;0,334;;;
0,932168789;0,3343;;0,334;;;
0,932554571;0,3342;;0,334;;;
0,932940507;0,3341;;0,334;;;
0,933326598;0,334;;0,334;;;
0,933712843;0,3339;;0,334;;;
0,934099242;0,3338;;0,334;;;
0,934485797;0,3337;;0,334;;;
0,934872506;0,3336;;0,334;;;
0,935259369;0,3335;;0,334;;;
0,935646388;0,3334;;0,333;;;
0,936033562;0,3333;;0,333;;;
0,93642089;0,3332;;0,333;;;
0,936808374;0,3331;;0,333;;;
0,937196014;0,333;;0,333;;;
0,937583808;0,3329;;0,333;;;
0,937971758;0,3328;;0,333;;;
0,938359864;0,3327;;0,333;;;
0,938748125;0,3326;;0,333;;;
0,939136542;0,3325;;0,333;;;
0,939525114;0,3324;;0,332;;;
0,939913843;0,3323;;0,332;;;
0,940302728;0,3322;;0,332;;;
0,940691768;0,3321;;0,332;;;
0,941080965;0,332;;0,332;;;
0,941470319;0,3319;;0,332;;;
0,941859828;0,3318;;0,332;;;
0,942249494;0,3317;;0,332;;;
0,942639317;0,3316;;0,332;;;
0,943029296;0,3315;;0,332;;;
0,943419432;0,3314;;0,331;;;
0,943809725;0,3313;;0,331;;;
0,944200175;0,3312;;0,331;;;
0,944590781;0,3311;;0,331;;;
0,944981545;0,331;;0,331;;;
0,945372466;0,3309;;0,331;;;
0,945763545;0,3308;;0,331;;;
0,94615478;0,3307;;0,331;;;
0,946546174;0,3306;;0,331;;;
0,946937724;0,3305;;0,331;;;
0,947329433;0,3304;;0,330;;;
0,947721299;0,3303;;0,330;;;
0,948113323;0,3302;;0,330;;;
0,948505505;0,3301;;0,330;;;
0,948897846;0,33;;0,330;;;
0,949290344;0,3299;;0,330;;;
0,949683;0,3298;;0,330;;;
0,950075815;0,3297;;0,330;;;
0,950468788;0,3296;;0,330;;;
0,95086192;0,3295;;0,330;;;
0,95125521;0,3294;;0,329;;;
0,951648659;0,3293;;0,329;;;
0,952042267;0,3292;;0,329;;;
0,952436034;0,3291;;0,329;;;
0,95282996;0,329;;0,329;;;
0,953224045;0,3289;;0,329;;;
0,953618289;0,3288;;0,329;;;
0,954012692;0,3287;;0,329;;;
0,954407255;0,3286;;0,329;;;
0,954801977;0,3285;;0,329;;;
0,955196858;0,3284;;0,328;;;
0,9555919;0,3283;;0,328;;;
0,955987101;0,3282;;0,328;;;
0,956382462;0,3281;;0,328;;;
0,956777983;0,328;;0,328;;;
0,957173663;0,3279;;0,328;;;
0,957569504;0,3278;;0,328;;;
0,957965506;0,3277;;0,328;;;
0,958361667;0,3276;;0,328;;;
0,958757989;0,3275;;0,328;;;
0,959154472;0,3274;;0,327;;;
0,959551115;0,3273;;0,327;;;
0,959947919;0,3272;;0,327;;;
0,960344883;0,3271;;0,327;;;
0,960742009;0,327;;0,327;;;
0,961139295;0,3269;;0,327;;;
0,961536743;0,3268;;0,327;;;
0,961934352;0,3267;;0,327;;;
0,962332122;0,3266;;0,327;;;
0,962730053;0,3265;;0,327;;;
0,963128146;0,3264;;0,326;;;
0,963526401;0,3263;;0,326;;;
0,963924817;0,3262;;0,326;;;
0,964323395;0,3261;;0,326;;;
0,964722135;0,326;;0,326;;;
0,965121037;0,3259;;0,326;;;
0,9655201;0,3258;;0,326;;;
0,965919326;0,3257;;0,326;;;
0,966318715;0,3256;;0,326;;;
0,966718265;0,3255;;0,326;;;
0,967117978;0,3254;;0,325;;;
0,967517854;0,3253;;0,325;;;
0,967917892;0,3252;;0,325;;;
0,968318093;0,3251;;0,325;;;
0,968718457;0,325;;0,325;;;
0,969118984;0,3249;;0,325;;;
0,969519674;0,3248;;0,325;;;
0,969920527;0,3247;;0,325;;;
0,970321543;0,3246;;0,325;;;
0,970722723;0,3245;;0,325;;;
0,971124066;0,3244;;0,324;;;
0,971525573;0,3243;;0,324;;;
0,971927243;0,3242;;0,324;;;
0,972329077;0,3241;;0,324;;;
0,972731075;0,324;;0,324;;;
0,973133236;0,3239;;0,324;;;
0,973535562;0,3238;;0,324;;;
0,973938052;0,3237;;0,324;;;
0,974340706;0,3236;;0,324;;;
0,974743525;0,3235;;0,324;;;
0,975146508;0,3234;;0,323;;;
0,975549655;0,3233;;0,323;;;
0,975952967;0,3232;;0,323;;;
0,976356444;0,3231;;0,323;;;
0,976760085;0,323;;0,323;;;
0,977163892;0,3229;;0,323;;;
0,977567864;0,3228;;0,323;;;
0,977972;0,3227;;0,323;;;
0,978376302;0,3226;;0,323;;;
0,97878077;0,3225;;0,323;;;
0,979185402;0,3224;;0,322;;;
0,979590201;0,3223;;0,322;;;
0,979995164;0,3222;;0,322;;;
0,980400294;0,3221;;0,322;;;
0,98080559;0,322;;0,322;;;
0,981211051;0,3219;;0,322;;;
0,981616678;0,3218;;0,322;;;
0,982022472;0,3217;;0,322;;;
0,982428432;0,3216;;0,322;;;
0,982834558;0,3215;;0,322;;;
0,983240851;0,3214;;0,321;;;
0,98364731;0,3213;;0,321;;;
0,984053936;0,3212;;0,321;;;
0,984460728;0,3211;;0,321;;;
0,984867688;0,321;;0,321;;;
0,985274814;0,3209;;0,321;;;
0,985682107;0,3208;;0,321;;;
0,986089568;0,3207;;0,321;;;
0,986497196;0,3206;;0,321;;;
0,986904991;0,3205;;0,321;;;
0,987312954;0,3204;;0,320;;;
0,987721084;0,3203;;0,320;;;
0,988129382;0,3202;;0,320;;;
0,988537848;0,3201;;0,320;;;
0,988946482;0,32;;0,320;;;
0,989355283;0,3199;;0,320;;;
0,989764253;0,3198;;0,320;;;
0,990173391;0,3197;;0,320;;;
0,990582697;0,3196;;0,320;;;
0,990992171;0,3195;;0,320;;;
0,991401814;0,3194;;0,319;;;
0,991811626;0,3193;;0,319;;;
0,992221607;0,3192;;0,319;;;
0,992631756;0,3191;;0,319;;;
0,993042074;0,319;;0,319;;;
0,993452561;0,3189;;0,319;;;
0,993863217;0,3188;;0,319;;;
0,994274043;0,3187;;0,319;;;
0,994685038;0,3186;;0,319;;;
0,995096202;0,3185;;0,319;;;
0,995507536;0,3184;;0,318;;;
0,995919039;0,3183;;0,318;;;
0,996330712;0,3182;;0,318;;;
0,996742555;0,3181;;0,318;;;
0,997154568;0,318;;0,318;;;
0,997566751;0,3179;;0,318;;;
0,997979105;0,3178;;0,318;;;
0,998391628;0,3177;;0,318;;;
0,998804322;0,3176;;0,318;;;
0,999217186;0,3175;;0,318;;;
0,999630221;0,3174;;0,317;;;
1,000043427;0,3173;;0,317;;;
1,000456804;0,3172;;0,317;;;
1,000870351;0,3171;;0,317;;;
1,00128407;0,317;;0,317;;;
1,001697959;0,3169;;0,317;;;
1,00211202;0,3168;;0,317;;;
1,002526252;0,3167;;0,317;;;
1,002940656;0,3166;;0,317;;;
1,003355231;0,3165;;0,317;;;
1,003769977;0,3164;;0,316;;;
1,004184896;0,3163;;0,316;;;
1,004599986;0,3162;;0,316;;;
1,005015249;0,3161;;0,316;;;
1,005430683;0,316;;0,316;;;
1,00584629;0,3159;;0,316;;;
1,006262069;0,3158;;0,316;;;
1,00667802;0,3157;;0,316;;;
1,007094144;0,3156;;0,316;;;
1,007510441;0,3155;;0,316;;;
1,00792691;0,3154;;0,315;;;
1,008343552;0,3153;;0,315;;;
1,008760367;0,3152;;0,315;;;
1,009177355;0,3151;;0,315;;;
1,009594516;0,315;;0,315;;;
1,010011851;0,3149;;0,315;;;
1,010429358;0,3148;;0,315;;;
1,01084704;0,3147;;0,315;;;
1,011264895;0,3146;;0,315;;;
1,011682923;0,3145;;0,315;;;
1,012101126;0,3144;;0,314;;;
1,012519502;0,3143;;0,314;;;
1,012938053;0,3142;;0,314;;;
1,013356777;0,3141;;0,314;;;
1,013775676;0,314;;0,314;;;
1,014194749;0,3139;;0,314;;;
1,014613997;0,3138;;0,314;;;
1,015033419;0,3137;;0,314;;;
1,015453016;0,3136;;0,314;;;
1,015872787;0,3135;;0,314;;;
1,016292734;0,3134;;0,313;;;
1,016712856;0,3133;;0,313;;;
1,017133152;0,3132;;0,313;;;
1,017553624;0,3131;;0,313;;;
1,017974272;0,313;;0,313;;;
1,018395094;0,3129;;0,313;;;
1,018816093;0,3128;;0,313;;;
1,019237267;0,3127;;0,313;;;
1,019658616;0,3126;;0,313;;;
1,020080142;0,3125;;0,313;;;
1,020501844;0,3124;;0,312;;;
1,020923722;0,3123;;0,312;;;
1,021345776;0,3122;;0,312;;;
1,021768006;0,3121;;0,312;;;
1,022190413;0,312;;0,312;;;
1,022612996;0,3119;;0,312;;;
1,023035756;0,3118;;0,312;;;
1,023458693;0,3117;;0,312;;;
1,023881807;0,3116;;0,312;;;
1,024305098;0,3115;;0,312;;;
1,024728565;0,3114;;0,311;;;
1,025152211;0,3113;;0,311;;;
1,025576033;0,3112;;0,311;;;
1,026000033;0,3111;;0,311;;;
1,02642421;0,311;;0,311;;;
1,026848566;0,3109;;0,311;;;
1,027273099;0,3108;;0,311;;;
1,02769781;0,3107;;0,311;;;
1,028122698;0,3106;;0,311;;;
1,028547766;0,3105;;0,311;;;
1,028973011;0,3104;;0,310;;;
1,029398434;0,3103;;0,310;;;
1,029824037;0,3102;;0,310;;;
1,030249817;0,3101;;0,310;;;
1,030675777;0,31;;0,310;;;
1,031101915;0,3099;;0,310;;;
1,031528232;0,3098;;0,310;;;
1,031954728;0,3097;;0,310;;;
1,032381404;0,3096;;0,310;;;
1,032808258;0,3095;;0,310;;;
1,033235293;0,3094;;0,309;;;
1,033662506;0,3093;;0,309;;;
1,034089899;0,3092;;0,309;;;
1,034517472;0,3091;;0,309;;;
1,034945225;0,309;;0,309;;;
1,035373158;0,3089;;0,309;;;
1,03580127;0,3088;;0,309;;;
1,036229563;0,3087;;0,309;;;
1,036658036;0,3086;;0,309;;;
1,03708669;0,3085;;0,309;;;
1,037515524;0,3084;;0,308;;;
1,037944539;0,3083;;0,308;;;
1,038373735;0,3082;;0,308;;;
1,038803111;0,3081;;0,308;;;
1,039232669;0,308;;0,308;;;
1,039662407;0,3079;;0,308;;;
1,040092327;0,3078;;0,308;;;
1,040522429;0,3077;;0,308;;;
1,040952711;0,3076;;0,308;;;
1,041383175;0,3075;;0,308;;;
1,041813821;0,3074;;0,307;;;
1,042244649;0,3073;;0,307;;;
1,042675659;0,3072;;0,307;;;
1,04310685;0,3071;;0,307;;;
1,043538224;0,307;;0,307;;;
1,04396978;0,3069;;0,307;;;
1,044401519;0,3068;;0,307;;;
1,04483344;0,3067;;0,307;;;
1,045265544;0,3066;;0,307;;;
1,04569783;0,3065;;0,307;;;
1,0461303;0,3064;;0,306;;;
1,046562952;0,3063;;0,306;;;
1,046995787;0,3062;;0,306;;;
1,047428806;0,3061;;0,306;;;
1,047862008;0,306;;0,306;;;
1,048295393;0,3059;;0,306;;;
1,048728962;0,3058;;0,306;;;
1,049162715;0,3057;;0,306;;;
1,049596651;0,3056;;0,306;;;
1,050030772;0,3055;;0,306;;;
1,050465076;0,3054;;0,305;;;
1,050899565;0,3053;;0,305;;;
1,051334238;0,3052;;0,305;;;
1,051769095;0,3051;;0,305;;;
1,052204137;0,305;;0,305;;;
1,052639363;0,3049;;0,305;;;
1,053074775;0,3048;;0,305;;;
1,053510371;0,3047;;0,305;;;
1,053946152;0,3046;;0,305;;;
1,054382118;0,3045;;0,305;;;
1,05481827;0,3044;;0,304;;;
1,055254606;0,3043;;0,304;;;
1,055691129;0,3042;;0,304;;;
1,056127837;0,3041;;0,304;;;
1,05656473;0,304;;0,304;;;
1,05700181;0,3039;;0,304;;;
1,057439075;0,3038;;0,304;;;
1,057876527;0,3037;;0,304;;;
1,058314165;0,3036;;0,304;;;
1,058751989;0,3035;;0,304;;;
1,05919;0,3034;;0,303;;;
1,059628197;0,3033;;0,303;;;
1,06006658;0,3032;;0,303;;;
1,060505151;0,3031;;0,303;;;
1,060943909;0,303;;0,303;;;
1,061382853;0,3029;;0,303;;;
1,061821985;0,3028;;0,303;;;
1,062261304;0,3027;;0,303;;;
1,062700811;0,3026;;0,303;;;
1,063140505;0,3025;;0,303;;;
1,063580387;0,3024;;0,302;;;
1,064020456;0,3023;;0,302;;;
1,064460714;0,3022;;0,302;;;
1,064901159;0,3021;;0,302;;;
1,065341793;0,302;;0,302;;;
1,065782615;0,3019;;0,302;;;
1,066223625;0,3018;;0,302;;;
1,066664824;0,3017;;0,302;;;
1,067106212;0,3016;;0,302;;;
1,067547788;0,3015;;0,302;;;
1,067989553;0,3014;;0,301;;;
1,068431508;0,3013;;0,301;;;
1,068873651;0,3012;;0,301;;;
1,069315984;0,3011;;0,301;;;
1,069758506;0,301;;0,301;;;
1,070201217;0,3009;;0,301;;;
1,070644119;0,3008;;0,301;;;
1,07108721;0,3007;;0,301;;;
1,071530491;0,3006;;0,301;;;
1,071973962;0,3005;;0,301;;;
1,072417623;0,3004;;0,300;;;
1,072861474;0,3003;;0,300;;;
1,073305516;0,3002;;0,300;;;
1,073749748;0,3001;;0,300;;;
1,074194171;0,3;;0,300;;;
1,074638785;0,2999;;0,300;;;
1,075083589;0,2998;;0,300;;;
1,075528585;0,2997;;0,300;;;
1,075973772;0,2996;;0,300;;;
1,07641915;0,2995;;0,300;;;
1,076864719;0,2994;;0,299;;;
1,07731048;0,2993;;0,299;;;
1,077756433;0,2992;;0,299;;;
1,078202577;0,2991;;0,299;;;
1,078648913;0,299;;0,299;;;
1,079095442;0,2989;;0,299;;;
1,079542162;0,2988;;0,299;;;
1,079989075;0,2987;;0,299;;;
1,08043618;0,2986;;0,299;;;
1,080883478;0,2985;;0,299;;;
1,081330969;0,2984;;0,298;;;
1,081778652;0,2983;;0,298;;;
1,082226528;0,2982;;0,298;;;
1,082674597;0,2981;;0,298;;;
1,08312286;0,298;;0,298;;;
1,083571315;0,2979;;0,298;;;
1,084019964;0,2978;;0,298;;;
1,084468807;0,2977;;0,298;;;
1,084917844;0,2976;;0,298;;;
1,085367074;0,2975;;0,298;;;
1,085816498;0,2974;;0,297;;;
1,086266116;0,2973;;0,297;;;
1,086715929;0,2972;;0,297;;;
1,087165936;0,2971;;0,297;;;
1,087616137;0,297;;0,297;;;
1,088066533;0,2969;;0,297;;;
1,088517124;0,2968;;0,297;;;
1,088967909;0,2967;;0,297;;;
1,08941889;0,2966;;0,297;;;
1,089870065;0,2965;;0,297;;;
1,090321436;0,2964;;0,296;;;
1,090773002;0,2963;;0,296;;;
1,091224764;0,2962;;0,296;;;
1,091676722;0,2961;;0,296;;;
1,092128875;0,296;;0,296;;;
1,092581224;0,2959;;0,296;;;
1,093033769;0,2958;;0,296;;;
1,09348651;0,2957;;0,296;;;
1,093939448;0,2956;;0,296;;;
1,094392582;0,2955;;0,296;;;
1,094845913;0,2954;;0,295;;;
1,09529944;0,2953;;0,295;;;
1,095753164;0,2952;;0,295;;;
1,096207085;0,2951;;0,295;;;
1,096661203;0,295;;0,295;;;
1,097115519;0,2949;;0,295;;;
1,097570031;0,2948;;0,295;;;
1,098024741;0,2947;;0,295;;;
1,098479649;0,2946;;0,295;;;
1,098934755;0,2945;;0,295;;;
1,099390058;0,2944;;0,294;;;
1,09984556;0,2943;;0,294;;;
1,100301259;0,2942;;0,294;;;
1,100757157;0,2941;;0,294;;;
1,101213253;0,294;;0,294;;;
1,101669548;0,2939;;0,294;;;
1,102126042;0,2938;;0,294;;;
1,102582734;0,2937;;0,294;;;
1,103039626;0,2936;;0,294;;;
1,103496716;0,2935;;0,294;;;
1,103954006;0,2934;;0,293;;;
1,104411495;0,2933;;0,293;;;
1,104869183;0,2932;;0,293;;;
1,105327071;0,2931;;0,293;;;
1,105785159;0,293;;0,293;;;
1,106243447;0,2929;;0,293;;;
1,106701935;0,2928;;0,293;;;
1,107160623;0,2927;;0,293;;;
1,107619511;0,2926;;0,293;;;
1,1080786;0,2925;;0,293;;;
1,108537889;0,2924;;0,292;;;
1,108997379;0,2923;;0,292;;;
1,10945707;0,2922;;0,292;;;
1,109916961;0,2921;;0,292;;;
1,110377054;0,292;;0,292;;;
1,110837348;0,2919;;0,292;;;
1,111297844;0,2918;;0,292;;;
1,111758541;0,2917;;0,292;;;
1,11221944;0,2916;;0,292;;;
1,11268054;0,2915;;0,292;;;
1,113141843;0,2914;;0,291;;;
1,113603347;0,2913;;0,291;;;
1,114065054;0,2912;;0,291;;;
1,114526963;0,2911;;0,291;;;
1,114989075;0,291;;0,291;;;
1,115451389;0,2909;;0,291;;;
1,115913906;0,2908;;0,291;;;
1,116376626;0,2907;;0,291;;;
1,116839549;0,2906;;0,291;;;
1,117302675;0,2905;;0,291;;;
1,117766004;0,2904;;0,290;;;
1,118229537;0,2903;;0,290;;;
1,118693274;0,2902;;0,290;;;
1,119157214;0,2901;;0,290;;;
1,119621358;0,29;;0,290;;;
1,120085706;0,2899;;0,290;;;
1,120550258;0,2898;;0,290;;;
1,121015015;0,2897;;0,290;;;
1,121479976;0,2896;;0,290;;;
1,121945141;0,2895;;0,290;;;
1,122410511;0,2894;;0,289;;;
1,122876086;0,2893;;0,289;;;
1,123341866;0,2892;;0,289;;;
1,123807852;0,2891;;0,289;;;
1,124274042;0,289;;0,289;;;
1,124740438;0,2889;;0,289;;;
1,125207039;0,2888;;0,289;;;
1,125673846;0,2887;;0,289;;;
1,126140859;0,2886;;0,289;;;
1,126608078;0,2885;;0,289;;;
1,127075503;0,2884;;0,288;;;
1,127543135;0,2883;;0,288;;;
1,128010972;0,2882;;0,288;;;
1,128479017;0,2881;;0,288;;;
1,128947268;0,288;;0,288;;;
1,129415725;0,2879;;0,288;;;
1,12988439;0,2878;;0,288;;;
1,130353262;0,2877;;0,288;;;
1,130822341;0,2876;;0,288;;;
1,131291628;0,2875;;0,288;;;
1,131761122;0,2874;;0,287;;;
1,132230824;0,2873;;0,287;;;
1,132700733;0,2872;;0,287;;;
1,133170851;0,2871;;0,287;;;
1,133641176;0,287;;0,287;;;
1,13411171;0,2869;;0,287;;;
1,134582453;0,2868;;0,287;;;
1,135053403;0,2867;;0,287;;;
1,135524563;0,2866;;0,287;;;
1,135995931;0,2865;;0,287;;;
1,136467509;0,2864;;0,286;;;
1,136939295;0,2863;;0,286;;;
1,137411291;0,2862;;0,286;;;
1,137883496;0,2861;;0,286;;;
1,138355911;0,286;;0,286;;;
1,138828535;0,2859;;0,286;;;
1,13930137;0,2858;;0,286;;;
1,139774414;0,2857;;0,286;;;
1,140247669;0,2856;;0,286;;;
1,140721133;0,2855;;0,286;;;
1,141194808;0,2854;;0,285;;;
1,141668694;0,2853;;0,285;;;
1,142142791;0,2852;;0,285;;;
1,142617098;0,2851;;0,285;;;
1,143091616;0,285;;0,285;;;
1,143566346;0,2849;;0,285;;;
1,144041287;0,2848;;0,285;;;
1,144516439;0,2847;;0,285;;;
1,144991803;0,2846;;0,285;;;
1,145467379;0,2845;;0,285;;;
1,145943166;0,2844;;0,284;;;
1,146419166;0,2843;;0,284;;;
1,146895378;0,2842;;0,284;;;
1,147371802;0,2841;;0,284;;;
1,147848439;0,284;;0,284;;;
1,148325288;0,2839;;0,284;;;
1,14880235;0,2838;;0,284;;;
1,149279625;0,2837;;0,284;;;
1,149757114;0,2836;;0,284;;;
1,150234815;0,2835;;0,284;;;
1,15071273;0,2834;;0,283;;;
1,151190858;0,2833;;0,283;;;
1,1516692;0,2832;;0,283;;;
1,152147756;0,2831;;0,283;;;
1,152626526;0,283;;0,283;;;
1,15310551;0,2829;;0,283;;;
1,153584708;0,2828;;0,283;;;
1,154064121;0,2827;;0,283;;;
1,154543748;0,2826;;0,283;;;
1,155023591;0,2825;;0,283;;;
1,155503648;0,2824;;0,282;;;
1,15598392;0,2823;;0,282;;;
1,156464407;0,2822;;0,282;;;
1,156945109;0,2821;;0,282;;;
1,157426027;0,282;;0,282;;;
1,157907161;0,2819;;0,282;;;
1,158388511;0,2818;;0,282;;;
1,158870076;0,2817;;0,282;;;
1,159351858;0,2816;;0,282;;;
1,159833855;0,2815;;0,282;;;
1,16031607;0,2814;;0,281;;;
1,160798501;0,2813;;0,281;;;
1,161281148;0,2812;;0,281;;;
1,161764012;0,2811;;0,281;;;
1,162247094;0,281;;0,281;;;
1,162730392;0,2809;;0,281;;;
1,163213908;0,2808;;0,281;;;
1,163697642;0,2807;;0,281;;;
1,164181593;0,2806;;0,281;;;
1,164665762;0,2805;;0,281;;;
1,165150148;0,2804;;0,280;;;
1,165634753;0,2803;;0,280;;;
1,166119576;0,2802;;0,280;;;
1,166604618;0,2801;;0,280;;;
1,167089878;0,28;;0,280;;;
1,167575357;0,2799;;0,280;;;
1,168061055;0,2798;;0,280;;;
1,168546971;0,2797;;0,280;;;
1,169033107;0,2796;;0,280;;;
1,169519463;0,2795;;0,280;;;
1,170006037;0,2794;;0,279;;;
1,170492832;0,2793;;0,279;;;
1,170979846;0,2792;;0,279;;;
1,17146708;0,2791;;0,279;;;
