Z^2;;;p-value;;;
0;;;> 0.50;;;
3,613859421;0,0573;;0,057;;;
3,6167649;0,0572;;0,057;;;
3,619675778;0,0571;;0,057;;;
3,622592072;0,057;;0,057;;;
3,625513803;0,0569;;0,057;;;
3,62844099;0,0568;;0,057;;;
3,631373652;0,0567;;0,057;;;
3,634311809;0,0566;;0,057;;;
3,63725548;0,0565;;0,057;;;
3,640204685;0,0564;;0,056;;;
3,643159444;0,0563;;0,056;;;
3,646119777;0,0562;;0,056;;;
3,649085704;0,0561;;0,056;;;
3,652057246;0,056;;0,056;;;
3,655034422;0,0559;;0,056;;;
3,658017254;0,0558;;0,056;;;
3,66100576;0,0557;;0,056;;;
3,663999963;0,0556;;0,056;;;
3,666999883;0,0555;;0,056;;;
3,670005541;0,0554;;0,055;;;
3,673016958;0,0553;;0,055;;;
3,676034154;0,0552;;0,055;;;
3,679057151;0,0551;;0,055;;;
3,682085971;0,055;;0,055;;;
3,685120635;0,0549;;0,055;;;
3,688161164;0,0548;;0,055;;;
3,691207581;0,0547;;0,055;;;
3,694259906;0,0546;;0,055;;;
3,697318162;0,0545;;0,055;;;
3,700382371;0,0544;;0,054;;;
3,703452555;0,0543;;0,054;;;
3,706528736;0,0542;;0,054;;;
3,709610937;0,0541;;0,054;;;
3,71269918;0,054;;0,054;;;
3,715793488;0,0539;;0,054;;;
3,718893884;0,0538;;0,054;;;
3,72200039;0,0537;;0,054;;;
3,72511303;0,0536;;0,054;;;
3,728231827;0,0535;;0,054;;;
3,731356804;0,0534;;0,053;;;
3,734487985;0,0533;;0,053;;;
3,737625393;0,0532;;0,053;;;
3,740769052;0,0531;;0,053;;;
3,743918985;0,053;;0,053;;;
3,747075218;0,0529;;0,053;;;
3,750237773;0,0528;;0,053;;;
3,753406675;0,0527;;0,053;;;
3,756581948;0,0526;;0,053;;;
3,759763618;0,0525;;0,053;;;
3,762951708;0,0524;;0,052;;;
3,766146244;0,0523;;0,052;;;
3,76934725;0,0522;;0,052;;;
3,772554752;0,0521;;0,052;;;
3,775768774;0,052;;0,052;;;
3,778989343;0,0519;;0,052;;;
3,782216484;0,0518;;0,052;;;
3,785450222;0,0517;;0,052;;;
3,788690583;0,0516;;0,052;;;
3,791937593;0,0515;;0,052;;;
3,795191279;0,0514;;0,051;;;
3,798451667;0,0513;;0,051;;;
3,801718783;0,0512;;0,051;;;
3,804992654;0,0511;;0,051;;;
3,808273306;0,051;;0,051;;;
3,811560767;0,0509;;0,051;;;
3,814855063;0,0508;;0,051;;;
3,818156222;0,0507;;0,051;;;
3,821464272;0,0506;;0,051;;;
3,824779239;0,0505;;0,051;;;
3,828101152;0,0504;;0,050;;;
3,831430038;0,0503;;0,050;;;
3,834765926;0,0502;;0,050;;;
3,838108844;0,0501;;0,050;;;
3,84145882;0,05;;0,050;;;
3,844815883;0,0499;;0,050;;;
3,848180062;0,0498;;0,050;;;
3,851551384;0,0497;;0,050;;;
3,854929881;0,0496;;0,050;;;
3,858315581;0,0495;;0,050;;;
3,861708512;0,0494;;0,049;;;
3,865108706;0,0493;;0,049;;;
3,868516192;0,0492;;0,049;;;
3,871931;0,0491;;0,049;;;
3,875353159;0,049;;0,049;;;
3,878782702;0,0489;;0,049;;;
3,882219657;0,0488;;0,049;;;
3,885664056;0,0487;;0,049;;;
3,88911593;0,0486;;0,049;;;
3,892575309;0,0485;;0,049;;;
3,896042226;0,0484;;0,048;;;
3,899516712;0,0483;;0,048;;;
3,902998798;0,0482;;0,048;;;
3,906488517;0,0481;;0,048;;;
3,9099859;0,048;;0,048;;;
3,91349098;0,0479;;0,048;;;
3,91700379;0,0478;;0,048;;;
3,920524361;0,0477;;0,048;;;
3,924052728;0,0476;;0,048;;;
3,927588924;0,0475;;0,048;;;
3,93113298;0,0474;;0,047;;;
3,934684933;0,0473;;0,047;;;
3,938244814;0,0472;;0,047;;;
3,941812658;0,0471;;0,047;;;
3,9453885;0,047;;0,047;;;
3,948972373;0,0469;;0,047;;;
3,952564313;0,0468;;0,047;;;
3,956164354;0,0467;;0,047;;;
3,959772532;0,0466;;0,047;;;
3,963388882;0,0465;;0,047;;;
3,967013439;0,0464;;0,046;;;
3,970646239;0,0463;;0,046;;;
3,974287318;0,0462;;0,046;;;
3,977936713;0,0461;;0,046;;;
3,981594461;0,046;;0,046;;;
3,985260597;0,0459;;0,046;;;
3,988935159;0,0458;;0,046;;;
3,992618184;0,0457;;0,046;;;
3,99630971;0,0456;;0,046;;;
4,000009774;0,0455;;0,046;;;
4,003718414;0,0454;;0,045;;;
4,007435669;0,0453;;0,045;;;
4,011161578;0,0452;;0,045;;;
4,014896178;0,0451;;0,045;;;
4,018639509;0,045;;0,045;;;
4,02239161;0,0449;;0,045;;;
4,026152521;0,0448;;0,045;;;
4,029922282;0,0447;;0,045;;;
4,033700932;0,0446;;0,045;;;
4,037488512;0,0445;;0,045;;;
4,041285063;0,0444;;0,044;;;
4,045090626;0,0443;;0,044;;;
4,048905241;0,0442;;0,044;;;
4,05272895;0,0441;;0,044;;;
4,056561796;0,044;;0,044;;;
4,060403819;0,0439;;0,044;;;
4,064255063;0,0438;;0,044;;;
4,068115569;0,0437;;0,044;;;
4,071985382;0,0436;;0,044;;;
4,075864548;0,0435;;0,044;;;
4,079753102;0,0434;;0,043;;;
4,083651093;0,0433;;0,043;;;
4,087558565;0,0432;;0,043;;;
4,091475561;0,0431;;0,043;;;
4,095402127;0,043;;0,043;;;
4,099338308;0,0429;;0,043;;;
4,103284149;0,0428;;0,043;;;
4,107239696;0,0427;;0,043;;;
4,111204995;0,0426;;0,043;;;
4,115180093;0,0425;;0,043;;;
4,119165035;0,0424;;0,042;;;
4,123159869;0,0423;;0,042;;;
4,127164642;0,0422;;0,042;;;
4,131179402;0,0421;;0,042;;;
4,135204197;0,042;;0,042;;;
4,139239076;0,0419;;0,042;;;
4,143284087;0,0418;;0,042;;;
4,147339278;0,0417;;0,042;;;
4,151404701;0,0416;;0,042;;;
4,155480404;0,0415;;0,042;;;
4,159566437;0,0414;;0,041;;;
4,163662851;0,0413;;0,041;;;
4,167769697;0,0412;;0,041;;;
4,171887027;0,0411;;0,041;;;
4,176014891;0,041;;0,041;;;
4,180153342;0,0409;;0,041;;;
4,184302433;0,0408;;0,041;;;
4,188462215;0,0407;;0,041;;;
4,192632743;0,0406;;0,041;;;
4,196814069;0,0405;;0,041;;;
4,201006249;0,0404;;0,040;;;
4,205209335;0,0403;;0,040;;;
4,209423384;0,0402;;0,040;;;
4,213648449;0,0401;;0,040;;;
4,217884588;0,04;;0,040;;;
4,222131855;0,0399;;0,040;;;
4,226390308;0,0398;;0,040;;;
4,230660002;0,0397;;0,040;;;
4,234940997;0,0396;;0,040;;;
4,239233348;0,0395;;0,040;;;
4,243537115;0,0394;;0,039;;;
4,247852357;0,0393;;0,039;;;
4,252179131;0,0392;;0,039;;;
4,256517498;0,0391;;0,039;;;
4,260867518;0,039;;0,039;;;
4,265229252;0,0389;;0,039;;;
4,26960276;0,0388;;0,039;;;
4,273988103;0,0387;;0,039;;;
4,278385344;0,0386;;0,039;;;
4,282794545;0,0385;;0,039;;;
4,287215769;0,0384;;0,038;;;
4,291649079;0,0383;;0,038;;;
4,29609454;0,0382;;0,038;;;
4,300552214;0,0381;;0,038;;;
4,305022169;0,038;;0,038;;;
4,309504468;0,0379;;0,038;;;
4,313999178;0,0378;;0,038;;;
4,318506365;0,0377;;0,038;;;
4,323026097;0,0376;;0,038;;;
4,32755844;0,0375;;0,038;;;
4,332103463;0,0374;;0,037;;;
4,336661235;0,0373;;0,037;;;
4,341231824;0,0372;;0,037;;;
4,345815301;0,0371;;0,037;;;
4,350411735;0,037;;0,037;;;
4,355021198;0,0369;;0,037;;;
4,359643761;0,0368;;0,037;;;
4,364279497;0,0367;;0,037;;;
4,368928477;0,0366;;0,037;;;
4,373590775;0,0365;;0,037;;;
4,378266465;0,0364;;0,036;;;
4,382955621;0,0363;;0,036;;;
4,387658319;0,0362;;0,036;;;
4,392374634;0,0361;;0,036;;;
4,397104643;0,036;;0,036;;;
4,401848422;0,0359;;0,036;;;
4,40660605;0,0358;;0,036;;;
4,411377603;0,0357;;0,036;;;
4,416163163;0,0356;;0,036;;;
4,420962807;0,0355;;0,036;;;
4,425776617;0,0354;;0,035;;;
4,430604673;0,0353;;0,035;;;
4,435447057;0,0352;;0,035;;;
4,440303851;0,0351;;0,035;;;
4,445175139;0,035;;0,035;;;
4,450061005;0,0349;;0,035;;;
4,454961532;0,0348;;0,035;;;
4,459876806;0,0347;;0,035;;;
4,464806914;0,0346;;0,035;;;
4,469751942;0,0345;;0,035;;;
4,474711977;0,0344;;0,034;;;
4,479687108;0,0343;;0,034;;;
4,484677423;0,0342;;0,034;;;
4,489683014;0,0341;;0,034;;;
4,49470397;0,034;;0,034;;;
4,499740382;0,0339;;0,034;;;
4,504792344;0,0338;;0,034;;;
4,509859948;0,0337;;0,034;;;
4,514943288;0,0336;;0,034;;;
4,52004246;0,0335;;0,034;;;
4,525157558;0,0334;;0,033;;;
4,530288679;0,0333;;0,033;;;
4,53543592;0,0332;;0,033;;;
4,540599381;0,0331;;0,033;;;
4,545779159;0,033;;0,033;;;
4,550975355;0,0329;;0,033;;;
4,556188071;0,0328;;0,033;;;
4,561417407;0,0327;;0,033;;;
4,566663467;0,0326;;0,033;;;
4,571926355;0,0325;;0,033;;;
4,577206175;0,0324;;0,032;;;
4,582503034;0,0323;;0,032;;;
4,587817037;0,0322;;0,032;;;
4,593148293;0,0321;;0,032;;;
4,598496911;0,032;;0,032;;;
4,603863;0,0319;;0,032;;;
4,609246671;0,0318;;0,032;;;
4,614648036;0,0317;;0,032;;;
4,620067208;0,0316;;0,032;;;
4,625504302;0,0315;;0,032;;;
4,630959431;0,0314;;0,031;;;
4,636432713;0,0313;;0,031;;;
4,641924264;0,0312;;0,031;;;
4,647434204;0,0311;;0,031;;;
4,652962652;0,031;;0,031;;;
4,658509729;0,0309;;0,031;;;
4,664075556;0,0308;;0,031;;;
4,669660258;0,0307;;0,031;;;
4,675263958;0,0306;;0,031;;;
4,680886781;0,0305;;0,031;;;
4,686528856;0,0304;;0,030;;;
4,69219031;0,0303;;0,030;;;
4,697871272;0,0302;;0,030;;;
4,703571874;0,0301;;0,030;;;
4,709292247;0,03;;0,030;;;
4,715032524;0,0299;;0,030;;;
4,720792841;0,0298;;0,030;;;
4,726573333;0,0297;;0,030;;;
4,732374139;0,0296;;0,030;;;
4,738195395;0,0295;;0,030;;;
4,744037244;0,0294;;0,029;;;
4,749899827;0,0293;;0,029;;;
4,755783287;0,0292;;0,029;;;
4,761687769;0,0291;;0,029;;;
4,767613418;0,029;;0,029;;;
4,773560383;0,0289;;0,029;;;
4,779528812;0,0288;;0,029;;;
4,785518858;0,0287;;0,029;;;
4,791530671;0,0286;;0,029;;;
4,797564407;0,0285;;0,029;;;
4,80362022;0,0284;;0,028;;;
4,809698268;0,0283;;0,028;;;
4,81579871;0,0282;;0,028;;;
4,821921707;0,0281;;0,028;;;
4,828067421;0,028;;0,028;;;
4,834236016;0,0279;;0,028;;;
4,840427659;0,0278;;0,028;;;
4,846642516;0,0277;;0,028;;;
4,852880758;0,0276;;0,028;;;
4,859142556;0,0275;;0,028;;;
4,865428083;0,0274;;0,027;;;
4,871737515;0,0273;;0,027;;;
4,878071029;0,0272;;0,027;;;
4,884428804;0,0271;;0,027;;;
4,89081102;0,027;;0,027;;;
4,897217862;0,0269;;0,027;;;
4,903649514;0,0268;;0,027;;;
4,910106165;0,0267;;0,027;;;
4,916588002;0,0266;;0,027;;;
4,923095218;0,0265;;0,027;;;
4,929628007;0,0264;;0,026;;;
4,936186564;0,0263;;0,026;;;
4,942771088;0,0262;;0,026;;;
4,94938178;0,0261;;0,026;;;
4,956018842;0,026;;0,026;;;
4,962682479;0,0259;;0,026;;;
4,969372899;0,0258;;0,026;;;
4,976090313;0,0257;;0,026;;;
4,982834932;0,0256;;0,026;;;
4,989606972;0,0255;;0,026;;;
4,99640665;0,0254;;0,025;;;
5,003234186;0,0253;;0,025;;;
5,010089804;0,0252;;0,025;;;
5,016973728;0,0251;;0,025;;;
5,023886187;0,025;;0,025;;;
5,030827412;0,0249;;0,025;;;
5,037797636;0,0248;;0,025;;;
5,044797097;0,0247;;0,025;;;
5,051826033;0,0246;;0,025;;;
5,058884687;0,0245;;0,025;;;
5,065973305;0,0244;;0,024;;;
5,073092135;0,0243;;0,024;;;
5,080241428;0,0242;;0,024;;;
5,087421439;0,0241;;0,024;;;
5,094632426;0,024;;0,024;;;
5,101874651;0,0239;;0,024;;;
5,109148377;0,0238;;0,024;;;
5,116453872;0,0237;;0,024;;;
5,123791408;0,0236;;0,024;;;
5,13116126;0,0235;;0,024;;;
5,138563705;0,0234;;0,023;;;
5,145999025;0,0233;;0,023;;;
5,153467506;0,0232;;0,023;;;
5,160969438;0,0231;;0,023;;;
5,168505112;0,023;;0,023;;;
5,176074826;0,0229;;0,023;;;
5,183678881;0,0228;;0,023;;;
5,19131758;0,0227;;0,023;;;
5,198991234;0,0226;;0,023;;;
5,206700155;0,0225;;0,023;;;
5,21444466;0,0224;;0,022;;;
5,222225071;0,0223;;0,022;;;
5,230041713;0,0222;;0,022;;;
5,237894916;0,0221;;0,022;;;
5,245785016;0,022;;0,022;;;
5,253712351;0,0219;;0,022;;;
5,261677265;0,0218;;0,022;;;
5,269680108;0,0217;;0,022;;;
5,277721232;0,0216;;0,022;;;
5,285800997;0,0215;;0,022;;;
5,293919766;0,0214;;0,021;;;
5,302077908;0,0213;;0,021;;;
5,310275796;0,0212;;0,021;;;
5,318513811;0,0211;;0,021;;;
5,326792336;0,021;;0,021;;;
5,335111763;0,0209;;0,021;;;
5,343472486;0,0208;;0,021;;;
5,351874908;0,0207;;0,021;;;
5,360319437;0,0206;;0,021;;;
5,368806485;0,0205;;0,021;;;
5,377336473;0,0204;;0,020;;;
5,385909825;0,0203;;0,020;;;
5,394526976;0,0202;;0,020;;;
5,403188362;0,0201;;0,020;;;
5,41189443;0,02;;0,020;;;
5,420645631;0,0199;;0,020;;;
5,429442425;0,0198;;0,020;;;
5,438285276;0,0197;;0,020;;;
5,447174659;0,0196;;0,020;;;
5,456111052;0,0195;;0,020;;;
5,465094945;0,0194;;0,019;;;
5,474126833;0,0193;;0,019;;;
5,483207218;0,0192;;0,019;;;
5,492336612;0,0191;;0,019;;;
5,501515533;0,019;;0,019;;;
5,510744509;0,0189;;0,019;;;
5,520024077;0,0188;;0,019;;;
5,529354779;0,0187;;0,019;;;
5,538737171;0,0186;;0,019;;;
5,548171813;0,0185;;0,019;;;
5,557659277;0,0184;;0,018;;;
5,567200144;0,0183;;0,018;;;
5,576795005;0,0182;;0,018;;;
5,586444459;0,0181;;0,018;;;
5,596149117;0,018;;0,018;;;
5,6059096;0,0179;;0,018;;;
5,615726538;0,0178;;0,018;;;
5,625600578;0,0177;;0,018;;;
5,635532363;0,0176;;0,018;;;
5,645522562;0,0175;;0,018;;;
5,655571849;0,0174;;0,017;;;
5,665680912;0,0173;;0,017;;;
5,67585045;0,0172;;0,017;;;
5,686081175;0,0171;;0,017;;;
5,69637381;0,017;;0,017;;;
5,706729092;0,0169;;0,017;;;
5,717147771;0,0168;;0,017;;;
5,72763061;0,0167;;0,017;;;
5,738178388;0,0166;;0,017;;;
5,748791894;0,0165;;0,017;;;
5,759471937;0,0164;;0,016;;;
5,770219335;0,0163;;0,016;;;
5,781034926;0,0162;;0,016;;;
5,79191956;0,0161;;0,016;;;
5,802874107;0,016;;0,016;;;
5,813899449;0,0159;;0,016;;;
5,824996488;0,0158;;0,016;;;
5,836166141;0,0157;;0,016;;;
5,847409345;0,0156;;0,016;;;
5,858727054;0,0155;;0,016;;;
5,870120239;0,0154;;0,015;;;
5,881589894;0,0153;;0,015;;;
5,893137029;0,0152;;0,015;;;
5,904762675;0,0151;;0,015;;;
5,916467884;0,015;;0,015;;;
5,928253731;0,0149;;0,015;;;
5,940121309;0,0148;;0,015;;;
5,952071737;0,0147;;0,015;;;
5,964106154;0,0146;;0,015;;;
5,976225726;0,0145;;0,015;;;
5,988431639;0,0144;;0,014;;;
6,000725108;0,0143;;0,014;;;
6,013107371;0,0142;;0,014;;;
6,025579694;0,0141;;0,014;;;
6,038143369;0,014;;0,014;;;
6,050799716;0,0139;;0,014;;;
6,063550086;0,0138;;0,014;;;
6,076395856;0,0137;;0,014;;;
6,089338436;0,0136;;0,014;;;
6,102379266;0,0135;;0,014;;;
6,115519819;0,0134;;0,013;;;
6,128761601;0,0133;;0,013;;;
6,142106152;0,0132;;0,013;;;
6,155555049;0,0131;;0,013;;;
6,169109902;0,013;;0,013;;;
6,182772362;0,0129;;0,013;;;
6,196544117;0,0128;;0,013;;;
6,210426894;0,0127;;0,013;;;
6,224422463;0,0126;;0,013;;;
6,238532637;0,0125;;0,013;;;
6,25275927;0,0124;;0,012;;;
6,267104263;0,0123;;0,012;;;
6,281569564;0,0122;;0,012;;;
6,296157169;0,0121;;0,012;;;
6,310869124;0,012;;0,012;;;
6,325707527;0,0119;;0,012;;;
6,340674527;0,0118;;0,012;;;
6,355772332;0,0117;;0,012;;;
6,371003204;0,0116;;0,012;;;
6,386369465;0,0115;;0,012;;;
6,401873499;0,0114;;0,011;;;
6,417517752;0,0113;;0,011;;;
6,433304736;0,0112;;0,011;;;
6,44923703;0,0111;;0,011;;;
6,465317286;0,011;;0,011;;;
6,481548226;0,0109;;0,011;;;
6,497932649;0,0108;;0,011;;;
6,514473432;0,0107;;0,011;;;
6,531173535;0,0106;;0,011;;;
6,548035999;0,0105;;0,011;;;
6,565063957;0,0104;;0,010;;;
6,582260629;0,0103;;0,010;;;
6,599629334;0,0102;;0,010;;;
6,617173485;0,0101;;0,010;;;
6,634896601;0,01;;0,010;;;
6,652802306;0,0099;;0,010;;;
6,670894334;0,0098;;0,010;;;
6,689176536;0,0097;;0,010;;;
6,707652884;0,0096;;0,010;;;
6,726327471;0,0095;;0,009;;;
6,745204526;0,0094;;0,009;;;
6,76428841;0,0093;;0,009;;;
6,783583629;0,0092;;0,009;;;
6,803094835;0,0091;;0,009;;;
6,822826837;0,009;;0,009;;;
6,842784603;0,0089;;0,009;;;
6,862973273;0,0088;;0,009;;;
6,883398164;0,0087;;0,009;;;
6,904064775;0,0086;;0,009;;;
6,924978802;0,0085;;0,008;;;
6,946146142;0,0084;;0,008;;;
6,967572907;0,0083;;0,008;;;
6,989265429;0,0082;;0,008;;;
7,011230278;0,0081;;0,008;;;
7,033474265;0,008;;0,008;;;
7,056004464;0,0079;;0,008;;;
7,078828218;0,0078;;0,008;;;
7,101953154;0,0077;;0,008;;;
7,125387202;0,0076;;0,008;;;
7,149138607;0,0075;;0,007;;;
7,173215947;0,0074;;0,007;;;
7,197628154;0,0073;;0,007;;;
7,222384528;0,0072;;0,007;;;
7,247494762;0,0071;;0,007;;;
7,272968963;0,007;;0,007;;;
7,298817676;0,0069;;0,007;;;
7,325051911;0,0068;;0,007;;;
7,351683175;0,0067;;0,007;;;
7,378723474;0,0066;;0,007;;;
7,406185389;0,0065;;0,006;;;
7,434082081;0,0064;;0,006;;;
7,462427335;0,0063;;0,006;;;
7,491235599;0,0062;;0,006;;;
7,520522031;0,0061;;0,006;;;
7,550302542;0,006;;0,006;;;
7,580593848;0,0059;;0,006;;;
7,611413527;0,0058;;0,006;;;
7,642780076;0,0057;;0,006;;;
7,67471298;0,0056;;0,006;;;
7,707232778;0,0055;;0,005;;;
7,740361147;0,0054;;0,005;;;
7,774120984;0,0053;;0,005;;;
7,808536496;0,0052;;0,005;;;
7,843633309;0,0051;;0,005;;;
7,879438577;0,005;;0,005;;;
7,915981102;0,0049;;0,005;;;
7,953291479;0,0048;;0,005;;;
7,991402241;0,0047;;0,005;;;
8,030348025;0,0046;;0,005;;;
8,070165763;0,0045;;0,005;;;
8,110894887;0,0044;;0,004;;;
8,152577555;0,0043;;0,004;;;
8,195258914;0,0042;;0,004;;;
8,238987387;0,0041;;0,004;;;
8,283814996;0,004;;0,004;;;
8,329797729;0,0039;;0,004;;;
8,376995951;0,0038;;0,004;;;
8,425474877;0,0037;;0,004;;;
8,475305099;0,0036;;0,004;;;
8,526563196;0,0035;;0,004;;;
8,579332432;0,0034;;0,003;;;
8,633703553;0,0033;;0,003;;;
8,689775712;0,0032;;0,003;;;
8,747657541;0,0031;;0,003;;;
8,807468393;0,003;;0,003;;;
8,869339804;0,0029;;0,003;;;
8,933417206;0,0028;;0,003;;;
8,999861954;0,0027;;0,003;;;
9,068853734;0,0026;;0,003;;;
9,140593452;0,0025;;0,003;;;
9,215306717;0,0024;;0,002;;;
9,29324801;0,0023;;0,002;;;
9,3747059;0,0022;;0,002;;;
9,460009364;0,0021;;0,002;;;
9,549535706;0,002;;0,002;;;
9,643720498;0,0019;;0,002;;;
9,743070222;0,0018;;0,002;;;
9,848178533;0,0017;;0,002;;;
9,959747465;0,0016;;0,002;;;
10,0786155;0,0015;;0,002;;;
10,20579536;0,0014;;0,001;;;
10,34252582;0,0013;;0,001;;;
10,49034442;0,0012;;0,001;;;
10,65119181;0,0011;;0,001;;;
10,82756617;0,001;;0,001;;;
11,02275934;0,0009;;0,001;;;
11,24123284;0,0008;;0,001;;;
11,48924675;0,0007;;0,001;;;
11,77597742;0,0006;;0,001;;;
12,11566515;0,0005;;0,001;;;
12,5321933;0,0004;;< 0.001;;;
13,07039414;0,0003;;< 0.001;;;
13,83108362;0,0002;;< 0.001;;;
15,13670523;0,0001;;< 0.001;;;
100;;;< 0.001;;;
